Book	Sht	Row	NAME OF COMPANY	ACTIVE INGREDIENT	PRODUCT NAME	CONCENTRATION	FORMULATION TYPE	USE/S	TOXICITY CATEGORY	REGISTRATION NO.	EXPIRY DATE	MODE OF ENTRY	CROPS	PESTS / WEEDS / DISEASES
700-799	694	1	AGWAY CHEMICALS CORPORATION	CHLOROTHALONIL	DANINIL 720 SC	720 g/L	SC	FUNGICIDE	4	075-118-1884	15-12-24	-	Celery	"Early blight, late blight"
700-799	694	2	AGWAY CHEMICALS CORPORATION	CHLOROTHALONIL	DANINIL 720 SC	720 g/L	SC	FUNGICIDE	4	075-118-1884	15-12-24	-	Eggplant	"Early blight, late blight, cercospora leafspot, anthracnose"
700-799	694	3	AGWAY CHEMICALS CORPORATION	CHLOROTHALONIL	DANINIL 720 SC	720 g/L	SC	FUNGICIDE	4	075-118-1884	15-12-24	-	Onion	"Purple blotch, bulb rot, neck rot"
700-799	694	4	AGWAY CHEMICALS CORPORATION	CHLOROTHALONIL	DANINIL 720 SC	720 g/L	SC	FUNGICIDE	4	075-118-1884	15-12-24	-	Pepper	"Early and late blight, bulb rot, neck rot"
700-799	694	5	AGWAY CHEMICALS CORPORATION	CHLOROTHALONIL	DANINIL 720 SC	720 g/L	SC	FUNGICIDE	4	075-118-1884	15-12-24	-	Grapes	"Downy mildew, powdery mildew, fruit rot"
700-799	694	6	AGWAY CHEMICALS CORPORATION	CHLOROTHALONIL	DANINIL 720 SC	720 g/L	SC	FUNGICIDE	4	075-118-1884	15-12-24	-	Mango	"Anthracnose, diplodia rot"
700-799	694	7	AGWAY CHEMICALS CORPORATION	CHLOROTHALONIL	DANINIL 720 SC	720 g/L	SC	FUNGICIDE	4	075-118-1884	15-12-24	-	Ornamentals	"Black spot, powdery mildew, black rot"
700-799	694	8	AGWAY CHEMICALS CORPORATION	CHLOROTHALONIL	DANINIL 720 SC	720 g/L	SC	FUNGICIDE	4	075-118-1884	15-12-24	-	Asparagus	Stem and leaf blight
700-799	694	9	AGWAY CHEMICALS CORPORATION	CHLOROTHALONIL	DANINIL 720 SC	720 g/L	SC	FUNGICIDE	4	075-118-1884	15-12-24	-	Banana	Black sigatoka
700-799	694	10	UNIVERSAL HARVESTER INC.	GLUFOSINATE AMMONIUM	DAMOLISH 15 SL	150 g/L	SL	HERBICIDE	4	606-182-4272	05-03-21	"NON-SELECTIVE(POST-EMERGENT)"	Rubber	"Annual & Perennial grasses, sedges & broadleaf weeds"
700-799	694	11	UNIVERSAL HARVESTER INC.	GLUFOSINATE AMMONIUM	DAMOLISH 15 SL	150 g/L	SL	HERBICIDE	4	606-182-4272	05-03-21	"NON-SELECTIVE(POST-EMERGENT)"	Oil palm	"Annual & Perennial grasses, sedges & broadleaf weeds"
700-799	694	12	UNIVERSAL HARVESTER INC.	GLUFOSINATE AMMONIUM	DAMOLISH 15 SL	150 g/L	SL	HERBICIDE	4	606-182-4272	05-03-21	"NON-SELECTIVE(POST-EMERGENT)"	"Non-Agricultural CropAreas"	"Annual & Perennial grasses, sedges & broadleaf weeds"
700-799	694	13	UNIVERSAL HARVESTER INC.	GLUFOSINATE AMMONIUM	DAMOLISH 15 SL	150 g/L	SL	HERBICIDE	4	606-182-4272	05-03-21	"NON-SELECTIVE(POST-EMERGENT)"	Coffee	"Annual & Perennial grasses, sedges & broadleaf weeds"
700-799	694	14	UNIVERSAL HARVESTER INC.	GLUFOSINATE AMMONIUM	DAMOLISH 15 SL	150 g/L	SL	HERBICIDE	4	606-182-4272	05-03-21	"NON-SELECTIVE(POST-EMERGENT)"	Citrus	"Annual & Perennial grasses, sedges & broadleaf weeds"
700-799	694	15	UNIVERSAL HARVESTER INC.	GLUFOSINATE AMMONIUM	DAMOLISH 15 SL	150 g/L	SL	HERBICIDE	4	606-182-4272	05-03-21	"NON-SELECTIVE(POST-EMERGENT)"	Cavendish Banana	"Annual & Perennial grasses, sedges & broadleaf weeds"
700-799	694	16	UNIVERSAL HARVESTER INC.	GLUFOSINATE AMMONIUM	DAMOLISH 15 SL	150 g/L	SL	HERBICIDE	4	606-182-4272	05-03-21	"NON-SELECTIVE(POST-EMERGENT)"	Cacao	"Annual & Perennial grasses, sedges & broadleaf weeds"
700-799	694	17	"GEM AGROLOGIC, INC."	CYHALOFOP-BUTYL	DAMOLIS 10 EC	100 g/L	EC	HERBICIDE	4	238-257-3706	17-05-22	SYSTEMIC	Rice (Direct-Seeded)	Grass weeds
700-799	694	18	GREENTHUMB VENTURES CORP.	GLYPHOSATE IPA	DAMOKIL 480 SL	480 g/L	SL	HERBICIDE	4	596-151-5498	15-12-23		"Glyphosate tolerantcorn"	"Annual & perrenial grasses, Broadleaf weeds & sedges"
700-799	694	19	GREENTHUMB VENTURES CORP.	GLYPHOSATE IPA	DAMOKIL 480 SL	480 g/L	SL	HERBICIDE	4	596-151-5498	15-12-23		Mango	"Annual & perrenial grasses, Broadleaf weeds & sedges"
700-799	694	20	GREENTHUMB VENTURES CORP.	GLYPHOSATE IPA	DAMOKIL 480 SL	480 g/L	SL	HERBICIDE	4	596-151-5498	15-12-23		Banana	"Annual & perrenial grasses, Broadleaf weeds & sedges"
700-799	694	21	GREENTHUMB VENTURES CORP.	GLYPHOSATE IPA	DAMOKIL 480 SL	480 g/L	SL	HERBICIDE	4	596-151-5498	15-12-23		Coffee	"Annual & perrenial grasses, Broadleaf weeds & sedges"
700-799	694	22	GREENTHUMB VENTURES CORP.	GLYPHOSATE IPA	DAMOKIL 480 SL	480 g/L	SL	HERBICIDE	4	596-151-5498	15-12-23		Cacao	"Annual & perrenial grasses, Broadleaf weeds & sedges"
700-799	694	23	GREENTHUMB VENTURES CORP.	GLYPHOSATE IPA	DAMOKIL 480 SL	480 g/L	SL	HERBICIDE	4	596-151-5498	15-12-23		Rubber	"Annual & perrenial grasses, Broadleaf weeds & sedges"
700-799	694	24	GREENTHUMB VENTURES CORP.	GLYPHOSATE IPA	DAMOKIL 480 SL	480 g/L	SL	HERBICIDE	4	596-151-5498	15-12-23		Oil palm	"Annual & perrenial grasses, Broadleaf weeds & sedges"
700-799	694	25	GREENTHUMB VENTURES CORP.	GLYPHOSATE IPA	DAMOKIL 480 SL	480 g/L	SL	HERBICIDE	4	596-151-5498	15-12-23		Citrus	"Annual & perrenial grasses, Broadleaf weeds & sedges"
700-799	694	26	GREENTHUMB VENTURES CORP.	GLYPHOSATE IPA	DAMOKIL 480 SL	480 g/L	SL	HERBICIDE	4	596-151-5498	15-12-23		Coconut	"Annual & perrenial grasses, Broadleaf weeds & sedges"
700-799	694	27	GREENTHUMB VENTURES CORP.	GLYPHOSATE IPA	DAMOKIL 480 SL	480 g/L	SL	HERBICIDE	4	596-151-5498	15-12-23		Sugarcane	"Annual & perrenial grasses, Broadleaf weeds & sedges"
700-799	695	0	NAME OF COMPANY	ACTIVE INGREDIENT	PRODUCT NAME	CONCENTRATION	FORMULATION TYPE	USE/S	TOXICITY CATEGORY	REGISTRATION NO.	EXPIRY DATE	MODE OF ENTRY	CROPS	PESTS / WEEDS / DISEASES
700-799	695	1	GREENTHUMB VENTURES CORP.	GLYPHOSATE IPA	DAMOKIL 480 SL	480 g/L	SL	HERBICIDE	4	596-151-5498	15-12-23		Vegetables	"Annual & perrenial grasses, Broadleaf weeds & sedges"
700-799	695	2	GREENTHUMB VENTURES CORP.	GLYPHOSATE IPA	DAMOKIL 480 SL	480 g/L	SL	HERBICIDE	4	596-151-5498	15-12-23		non-crop	"Annual & perrenial grasses, Broadleaf weeds & sedges"
700-799	695	3	MEGA BOOSTER AGRI TRADING CO.	TRIDEMORPH	DAMASCUS 86 OL	860 g/L	OL	FUNGICIDE	2	531-097-3438	07-07-18	SYSTEMIC/CONTACT	Banana	Sigatoka
700-799	695	4	GNM AGRIVENTURES INC.	METHOMYL	DAMA 40 SP	400 g/Kg	SP	INSECTICIDE	2	577-164-3756	01-07-22	CONTACT	Asparagus	"Armyworm, cutworm"
700-799	695	5	GNM AGRIVENTURES INC.	METHOMYL	DAMA 40 SP	400 g/Kg	SP	INSECTICIDE	2	577-164-3756	01-07-22	CONTACT	Banana	Thrips
700-799	695	6	GNM AGRIVENTURES INC.	METHOMYL	DAMA 40 SP	400 g/Kg	SP	INSECTICIDE	2	577-164-3756	01-07-22	CONTACT	Beans	"Leaffolder, flea beetle , beanfly, podborer,aphids"
700-799	695	7	GNM AGRIVENTURES INC.	METHOMYL	DAMA 40 SP	400 g/Kg	SP	INSECTICIDE	2	577-164-3756	01-07-22	CONTACT	Mungbeans	"Leaffolder, flea beetle , beanfly, podborer,aphids"
700-799	695	8	GNM AGRIVENTURES INC.	METHOMYL	DAMA 40 SP	400 g/Kg	SP	INSECTICIDE	2	577-164-3756	01-07-22	CONTACT	Soybeans	"Leaffolder, flea beetle , beanfly, podborer,aphids"
700-799	695	9	GNM AGRIVENTURES INC.	METHOMYL	DAMA 40 SP	400 g/Kg	SP	INSECTICIDE	2	577-164-3756	01-07-22	CONTACT	Sitao	"Leaffolder, flea beetle , beanfly, podborer,aphids"
700-799	695	10	GNM AGRIVENTURES INC.	METHOMYL	DAMA 40 SP	400 g/Kg	SP	INSECTICIDE	2	577-164-3756	01-07-22	CONTACT	Corn	"Cornborer, earworm"
700-799	695	11	GNM AGRIVENTURES INC.	METHOMYL	DAMA 40 SP	400 g/Kg	SP	INSECTICIDE	2	577-164-3756	01-07-22	CONTACT	Sorghum	"Cornborer,earworm"
700-799	695	12	GNM AGRIVENTURES INC.	METHOMYL	DAMA 40 SP	400 g/Kg	SP	INSECTICIDE	2	577-164-3756	01-07-22	CONTACT	Eggplant	"Aphids, flea beetle , fruitworm, lady beetle"
