book	Sht	Row	NAME OF COMPANY	ACTIVE INGREDIENT	PRODUCT NAME	CONCENTRATION	FORMULATION TYPE	USE/S	TOXICITY CATEGORY	REGISTRATION NO.	EXPIRY DATE	MODE OF ENTRY	CROPS	PESTS / WEEDS / DISEASES
300-399	298	1	"MARTHDAVE CO., LTD."	PROFENOFOS	PROFENOSMARTH 50 EC	500 g/L	EC	INSECTICIDE	2	409-070-3099	17/01/2019	CONTACT	Soybeans	"Corn earworm, leafminer"
300-399	298	2	"MARTHDAVE CO., LTD."	PROFENOFOS	PROFENOSMARTH 50 EC	500 g/L	EC	INSECTICIDE	2	409-070-3099	17/01/2019	CONTACT	Mungbeans	"Corn earworm, leafminer"
300-399	298	3	"MARTHDAVE CO., LTD."	PROFENOFOS	PROFENOSMARTH 50 EC	500 g/L	EC	INSECTICIDE	2	409-070-3099	17/01/2019	CONTACT	Cotton	"Thrips, bollworm & budworm"
300-399	298	4	"MARTHDAVE CO., LTD."	PROFENOFOS	PROFENOSMARTH 50 EC	500 g/L	EC	INSECTICIDE	2	409-070-3099	17/01/2019	CONTACT	Sitao	"Beanfly, leaffolder & aphids"
300-399	298	5	NEXCHEM CORPORATION	PROFENOFOS	PROFENEX 50 EC	500 g/L	EC	INSECTICIDE	2	702-070-5612	01/12/2024	CONTACT	Mango	Thrips
300-399	298	6	NEXCHEM CORPORATION	PROFENOFOS	PROFENEX 50 EC	500 g/L	EC	INSECTICIDE	2	702-070-5612	01/12/2024	CONTACT	Tomato	"Fruitworm, armyworm, cutworm"
300-399	298	7	NEXCHEM CORPORATION	PROFENOFOS	PROFENEX 50 EC	500 g/L	EC	INSECTICIDE	2	702-070-5612	01/12/2024	CONTACT	Eggplant	"Fruitborer, aphids, leafhopper, & thrips"
300-399	298	8	NEXCHEM CORPORATION	PROFENOFOS	PROFENEX 50 EC	500 g/L	EC	INSECTICIDE	2	702-070-5612	01/12/2024	CONTACT	Cabbage	"Diamond back moth, cabbage worm & aphids, thrips"
300-399	298	9	NEXCHEM CORPORATION	PROFENOFOS	PROFENEX 50 EC	500 g/L	EC	INSECTICIDE	2	702-070-5612	01/12/2024	CONTACT	Watermelon	Thrips
300-399	298	10	NEXCHEM CORPORATION	PROFENOFOS	PROFENEX 50 EC	500 g/L	EC	INSECTICIDE	2	702-070-5612	01/12/2024	CONTACT	Potato	"Thrips, army worm, cutworm, tubermoth"
300-399	298	11	NEXCHEM CORPORATION	PROFENOFOS	PROFENEX 50 EC	500 g/L	EC	INSECTICIDE	2	702-070-5612	01/12/2024	CONTACT	Soybeans	"Corn earworm, leafminer"
300-399	298	12	NEXCHEM CORPORATION	PROFENOFOS	PROFENEX 50 EC	500 g/L	EC	INSECTICIDE	2	702-070-5612	01/12/2024	CONTACT	Mungbeans	"Corn earworm, leafminer"
300-399	298	13	NEXCHEM CORPORATION	PROFENOFOS	PROFENEX 50 EC	500 g/L	EC	INSECTICIDE	2	702-070-5612	01/12/2024	CONTACT	Cotton	"Thrips, bollworm & budworm"
300-399	298	14	NEXCHEM CORPORATION	PROFENOFOS	PROFENEX 50 EC	500 g/L	EC	INSECTICIDE	2	702-070-5612	01/12/2024	CONTACT	Sitao	"Beanfly, leaffolder & aphids"
300-399	298	15	KEMISTAR CORPORATION	PROFENOFOS	PROFEN 50 EC	500 g/L	EC	INSECTICIDE	2	239-070-3793	20/06/2022	CONTACT	Mango	Thrips
300-399	298	16	KEMISTAR CORPORATION	PROFENOFOS	PROFEN 50 EC	500 g/L	EC	INSECTICIDE	2	239-070-3793	20/06/2022	CONTACT	Tomato	"Fruitworm, armyworm, cutworm"
300-399	298	17	KEMISTAR CORPORATION	PROFENOFOS	PROFEN 50 EC	500 g/L	EC	INSECTICIDE	2	239-070-3793	20/06/2022	CONTACT	Eggplant	"Fruitborer, aphids, leafhopper, & thrips"
300-399	298	18	KEMISTAR CORPORATION	PROFENOFOS	PROFEN 50 EC	500 g/L	EC	INSECTICIDE	2	239-070-3793	20/06/2022	CONTACT	Cabbage	"Diamond back moth, cabbage worm & aphids, thrips"
300-399	298	19	KEMISTAR CORPORATION	PROFENOFOS	PROFEN 50 EC	500 g/L	EC	INSECTICIDE	2	239-070-3793	20/06/2022	CONTACT	Watermelon	Thrips
300-399	298	20	KEMISTAR CORPORATION	PROFENOFOS	PROFEN 50 EC	500 g/L	EC	INSECTICIDE	2	239-070-3793	20/06/2022	CONTACT	Potato	"Thrips, army worm, cutworm, tubermoth"
300-399	298	21	KEMISTAR CORPORATION	PROFENOFOS	PROFEN 50 EC	500 g/L	EC	INSECTICIDE	2	239-070-3793	20/06/2022	CONTACT	Soybeans	"Corn earworm, leafminer"
300-399	298	22	KEMISTAR CORPORATION	PROFENOFOS	PROFEN 50 EC	500 g/L	EC	INSECTICIDE	2	239-070-3793	20/06/2022	CONTACT	Mungbeans	"Corn earworm, leafminer"
300-399	298	23	KEMISTAR CORPORATION	PROFENOFOS	PROFEN 50 EC	500 g/L	EC	INSECTICIDE	2	239-070-3793	20/06/2022	CONTACT	Cotton	"Thrips, bollworm & budworm"
300-399	298	24	KEMISTAR CORPORATION	PROFENOFOS	PROFEN 50 EC	500 g/L	EC	INSECTICIDE	2	239-070-3793	20/06/2022	CONTACT	Sitao	"Beanfly, leaffolder & aphids"
300-399	298	25	RADISSON AGROCHEMICAL CORPORATION	PROFENOFOS	PROFECRON 500 EC	500 g/L	EC	INSECTICIDE	2	234-070-2079	31/03/2025	CONTACT	Mango	Thrips
300-399	298	26	RADISSON AGROCHEMICAL CORPORATION	PROFENOFOS	PROFECRON 500 EC	500 g/L	EC	INSECTICIDE	2	234-070-2079	31/03/2025	CONTACT	Tomato	"Fruitworm, armyworm, cutworm"
300-399	299	0	NAME OF COMPANY	ACTIVE INGREDIENT	PRODUCT NAME	CONCENTRATION	FORMULATION TYPE	USE/S	TOXICITY CATEGORY	REGISTRATION NO.	EXPIRY DATE	MODE OF ENTRY	CROPS	PESTS / WEEDS / DISEASES
300-399	299	1	RADISSON AGROCHEMICAL CORPORATION	PROFENOFOS	PROFECRON 500 EC	500 g/L	EC	INSECTICIDE	2	234-070-2079	31/03/2025	CONTACT	Eggplant	"Fruitborer, aphids, leafhopper, & thrips"
300-399	299	2	RADISSON AGROCHEMICAL CORPORATION	PROFENOFOS	PROFECRON 500 EC	500 g/L	EC	INSECTICIDE	2	234-070-2079	31/03/2025	CONTACT	Cabbage	"Diamond back moth, cabbage worm & aphids, thrips"
300-399	299	3	RADISSON AGROCHEMICAL CORPORATION	PROFENOFOS	PROFECRON 500 EC	500 g/L	EC	INSECTICIDE	2	234-070-2079	31/03/2025	CONTACT	Watermelon	Thrips
300-399	299	4	RADISSON AGROCHEMICAL CORPORATION	PROFENOFOS	PROFECRON 500 EC	500 g/L	EC	INSECTICIDE	2	234-070-2079	31/03/2025	CONTACT	Potato	"Thrips, army worm, cutworm, tubermoth"
300-399	299	5	RADISSON AGROCHEMICAL CORPORATION	PROFENOFOS	PROFECRON 500 EC	500 g/L	EC	INSECTICIDE	2	234-070-2079	31/03/2025	CONTACT	Soybeans	"Corn earworm, leafminer"
300-399	299	6	RADISSON AGROCHEMICAL CORPORATION	PROFENOFOS	PROFECRON 500 EC	500 g/L	EC	INSECTICIDE	2	234-070-2079	31/03/2025	CONTACT	Mungbeans	"Corn earworm, leafminer"
300-399	299	7	RADISSON AGROCHEMICAL CORPORATION	PROFENOFOS	PROFECRON 500 EC	500 g/L	EC	INSECTICIDE	2	234-070-2079	31/03/2025	CONTACT	Cotton	"Thrips, bollworm & budworm"
300-399	299	8	RADISSON AGROCHEMICAL CORPORATION	PROFENOFOS	PROFECRON 500 EC	500 g/L	EC	INSECTICIDE	2	234-070-2079	31/03/2025	CONTACT	Sitao	"Beanfly, leaffolder & aphids"
300-399	299	9	RADISSON AGROCHEMICAL CORPORATION	PROFENOFOS	PROFECRON 500 EC	500 g/L	EC	INSECTICIDE	2	234-070-2079	31/03/2025	CONTACT	Beans	"Beanflies, Aphids"
300-399	299	10	PROFARM CORPORATION	NICLOSAMIDE ETHANOLAMINE SALT	PROFARM NICLO 70 WP	700 g/Kg	WP	MOLLUSCICIDE	4	555-229-3454	23/07/2018	CONTACT	Rice	Golden Apple Snail (Kuhol)
300-399	299	11	PROFARM CORPORATION	GLYPHOSATE IPA	PROFARM GLYPO 480 SL	480 g/L	SL	HERBICIDE	4	555-151-3453	23/07/2018	POST-EMERGENT	Glyphosate tolerantcorn	"Annual & perennial grasses, broadleaf weeds & sedges"
