Book	Sht	Row	NAME OF COMPANY	ACTIVE INGREDIENT	PRODUCT NAME	CONCENTRATION	FORMULATION TYPE	USE/S	TOXICITY CATEGORY	REGISTRATION NO.	EXPIRY DATE	MODE OF ENTRY	CROPS	PESTS / WEEDS / DISEASES
100-199	100	1	"TRANS WORLD TRADING CO., INC."	CHLOROTHALONIL	TRANSONIL 720 SC	720 g/L	SC	FUNGICIDE	4	038-118-1492	15/03/2019		Cucumber	"Powdery mildew, cercospora, septoria, fruit rot, anthracnose, earlyand late blight"
100-199	100	2	"TRANS WORLD TRADING CO., INC."	CHLOROTHALONIL	TRANSONIL 720 SC	720 g/L	SC	FUNGICIDE	4	038-118-1492	15/03/2019		Squash	"Powdery mildew, cercospora, septoria, fruit rot, anthracnose, earlyand late blight"
100-199	100	3	"TRANS WORLD TRADING CO., INC."	CHLOROTHALONIL	TRANSONIL 720 SC	720 g/L	SC	FUNGICIDE	4	038-118-1492	15/03/2019		Watermelon	"Powdery mildew, cercospora, septoria, fruit rot, anthracnose, earlyand late blight"
100-199	100	4	"TRANS WORLD TRADING CO., INC."	CHLOROTHALONIL	TRANSONIL 720 SC	720 g/L	SC	FUNGICIDE	4	038-118-1492	15/03/2019		Celery	"Early blight, late blight"
100-199	100	5	"TRANS WORLD TRADING CO., INC."	CHLOROTHALONIL	TRANSONIL 720 SC	720 g/L	SC	FUNGICIDE	4	038-118-1492	15/03/2019		Eggplant	"Early blight, late blight, cercospora leafspot, anthracnose"
100-199	100	6	"TRANS WORLD TRADING CO., INC."	CHLOROTHALONIL	TRANSONIL 720 SC	720 g/L	SC	FUNGICIDE	4	038-118-1492	15/03/2019		Onion	"Purple blotch, bulb rot, neck rot"
100-199	100	7	"TRANS WORLD TRADING CO., INC."	CHLOROTHALONIL	TRANSONIL 720 SC	720 g/L	SC	FUNGICIDE	4	038-118-1492	15/03/2019		Pepper	"Early blight, cercospora leaf spot, anthracnose"
100-199	100	8	"TRANS WORLD TRADING CO., INC."	CHLOROTHALONIL	TRANSONIL 720 SC	720 g/L	SC	FUNGICIDE	4	038-118-1492	15/03/2019		Grapes	"Downy mildew, powdery mildew, fruit rot"
100-199	100	9	"TRANS WORLD TRADING CO., INC."	CHLOROTHALONIL	TRANSONIL 720 SC	720 g/L	SC	FUNGICIDE	4	038-118-1492	15/03/2019		Mango	"Anthracnose, diplodia rot"
100-199	100	10	"TRANS WORLD TRADING CO., INC."	CHLOROTHALONIL	TRANSONIL 720 SC	720 g/L	SC	FUNGICIDE	4	038-118-1492	15/03/2019		Ornamentals	"Black spot, powdery mildew, black rot"
100-199	100	11	"TRANS WORLD TRADING CO., INC."	CHLOROTHALONIL	TRANSONIL 720 SC	720 g/L	SC	FUNGICIDE	4	038-118-1492	15/03/2019		Asparagus	Stem and leaf blight
100-199	100	12	"TRANS WORLD TRADING CO., INC."	CHLOROTHALONIL	TRANSONIL 720 SC	720 g/L	SC	FUNGICIDE	4	038-118-1492	15/03/2019		Banana	Black sigatoka
100-199	100	13	"TRANS WORLD TRADING CO., INC."	CHLOROTHALONIL	TRANSONIL 500 SC	500 g/L	SC	FUNGICIDE	4	038-118-1491	28/03/2023	-	Melon	"Anthracnose, cercospora leafspot, downy mildew, leaf blight"
100-199	100	14	"TRANS WORLD TRADING CO., INC."	CHLOROTHALONIL	TRANSONIL 500 SC	500 g/L	SC	FUNGICIDE	4	038-118-1491	28/03/2023	-	Corn	"Heminthosphorium leaf spot, cercospora leafspot"
100-199	100	15	"TRANS WORLD TRADING CO., INC."	CHLOROTHALONIL	TRANSONIL 500 SC	500 g/L	SC	FUNGICIDE	4	038-118-1491	28/03/2023	-	Eggplant	"Anthracnose, cercospora leafspot, early and late blight"
100-199	100	16	"TRANS WORLD TRADING CO., INC."	CHLOROTHALONIL	TRANSONIL 500 SC	500 g/L	SC	FUNGICIDE	4	038-118-1491	28/03/2023	-	Peanut	"Cercospora leaf spot, rust"
100-199	100	17	"TRANS WORLD TRADING CO., INC."	CHLOROTHALONIL	TRANSONIL 500 SC	500 g/L	SC	FUNGICIDE	4	038-118-1491	28/03/2023	-	Potato	"Early and late blight, vine rot"
100-199	100	18	"TRANS WORLD TRADING CO., INC."	CHLOROTHALONIL	TRANSONIL 500 SC	500 g/L	SC	FUNGICIDE	4	038-118-1491	28/03/2023	-	Tomato	"Early and late blight, vine rot"
100-199	100	19	"TRANS WORLD TRADING CO., INC."	CHLOROTHALONIL	TRANSONIL 500 SC	500 g/L	SC	FUNGICIDE	4	038-118-1491	28/03/2023	-	Carrot	"Alternaria, cercospora leaf spot, heminthosphorium leaf spot"
100-199	100	20	"TRANS WORLD TRADING CO., INC."	CHLOROTHALONIL	TRANSONIL 500 SC	500 g/L	SC	FUNGICIDE	4	038-118-1491	28/03/2023	-	Banana	"Sigatoka, rust, freckles, heminthosphorium leaf spot"
100-199	100	21	"TRANS WORLD TRADING CO., INC."	CHLOROTHALONIL	TRANSONIL 500 SC	500 g/L	SC	FUNGICIDE	4	038-118-1491	28/03/2023	-	Mango	"Anthracnose, diplodia rot"
100-199	100	22	"TRANS WORLD TRADING CO., INC."	CHLOROTHALONIL	TRANSONIL 500 SC	500 g/L	SC	FUNGICIDE	4	038-118-1491	28/03/2023	-	Beans	"Rust, anthracnose"
100-199	100	23	"TRANS WORLD TRADING CO., INC."	CHLOROTHALONIL	TRANSONIL 500 SC	500 g/L	SC	FUNGICIDE	4	038-118-1491	28/03/2023	-	Crucifers	Powdery mildew
100-199	100	24	"TRANS WORLD TRADING CO., INC."	CHLOROTHALONIL	TRANSONIL 500 SC	500 g/L	SC	FUNGICIDE	4	038-118-1491	28/03/2023	-	Onion	"Purple blotch, bulb rot, neck rot"
100-199	100	25	"TRANS WORLD TRADING CO., INC."	CHLOROTHALONIL	TRANSONIL 500 SC	500 g/L	SC	FUNGICIDE	4	038-118-1491	28/03/2023	-	Garlic	"Purple blotch, bulb rot, neck rot"
100-199	100	26	"TRANS WORLD TRADING CO., INC."	CHLOROTHALONIL	TRANSONIL 500 SC	500 g/L	SC	FUNGICIDE	4	038-118-1491	28/03/2023	-	Ornamentals	"Black spot, block rot, powdery mildew"
100-199	100	27	"TRANS WORLD TRADING CO., INC."	CHLOROTHALONIL	TRANSONIL 500 SC	500 g/L	SC	FUNGICIDE	4	038-118-1491	28/03/2023	-	Grapes	"Downy mildew, powdery mildew, fruit rot"
100-199	100	28	"TRANS WORLD TRADING CO., INC."	CHLOROTHALONIL	TRANSONIL 500 SC	500 g/L	SC	FUNGICIDE	4	038-118-1491	28/03/2023	-	Pepper	"Anthracnose, cercospora leaf spot, early blight"
100-199	101	0	NAME OF COMPANY	ACTIVE INGREDIENT	PRODUCT NAME	CONCENTRATION	FORMULATION TYPE	USE/S	TOXICITY CATEGORY	REGISTRATION NO.	EXPIRY DATE	MODE OF ENTRY	CROPS	PESTS / WEEDS / DISEASES
100-199	101	1	"TRANS WORLD TRADING CO., INC."	CHLOROTHALONIL	TRANSONIL 500 SC	500 g/L	SC	FUNGICIDE	4	038-118-1491	28/03/2023	-	Melon	"Powdery mildew, cercospora, anthracnose, septoria fruit rot, earlyand late blight"
100-199	101	2	"TRANS WORLD TRADING CO., INC."	CHLOROTHALONIL	TRANSONIL 500 SC	500 g/L	SC	FUNGICIDE	4	038-118-1491	28/03/2023	-	Cucumber	"Powdery mildew, cercospora, anthracnose, septoria fruit rot, earlyand late blight"
100-199	101	3	"TRANS WORLD TRADING CO., INC."	CHLOROTHALONIL	TRANSONIL 500 SC	500 g/L	SC	FUNGICIDE	4	038-118-1491	28/03/2023	-	Squash	"Powdery mildew, cercospora, anthracnose, septoria fruit rot, earlyand late blight"
100-199	101	4	"TRANS WORLD TRADING CO., INC."	CHLOROTHALONIL	TRANSONIL 500 SC	500 g/L	SC	FUNGICIDE	4	038-118-1491	28/03/2023	-	Watermelon	"Powdery mildew, cercospora, anthracnose, septoria fruit rot, earlyand late blight"
100-199	101	5	"TRANS WORLD TRADING CO., INC."	CHLOROTHALONIL	TRANSONIL 500 SC	500 g/L	SC	FUNGICIDE	4	038-118-1491	28/03/2023	-	Celery	Early and late blight
100-199	101	6	"TRANS WORLD TRADING CO., INC."	"BUTACHLOR+2,4-D IBE"	TRANSONEX 60 EC	360+240 g/L	EC	HERBICIDE	3	038-152-2893	28/09/2023	PRE-EMERGENT	Rice (Direct-seeded)	"Broadleaf weeds,grasses & sedges"
100-199	101	7	"TRANS WORLD TRADING CO., INC."	"BUTACHLOR+2,4-D IBE"	TRANSONEX 60 EC	360+240 g/L	EC	HERBICIDE	3	038-152-2893	28/09/2023	PRE-EMERGENT	Rice (Transplanted)	"Broadleaf weeds,grasses & sedges"
100-199	101	8	"TRANS WORLD TRADING CO., INC."	MANCOZEB+METALAXYL	TRANSOMET 720 WP	640+80 g/Kg	WP	FUNGICIDE	4	038-035-4832	27/05/2022	SYSTEMIC	Pineapple	Heart Rot
100-199	101	9	"TRANS WORLD TRADING CO., INC."	MANCOZEB+METALAXYL	TRANSOMET 720 WP	640+80 g/Kg	WP	FUNGICIDE	4	038-035-4832	27/05/2022	SYSTEMIC	Potato	Late blight
100-199	101	10	"TRANS WORLD TRADING CO., INC."	MANCOZEB+METALAXYL	TRANSOMET 720 WP	640+80 g/Kg	WP	FUNGICIDE	4	038-035-4832	27/05/2022	SYSTEMIC	Tomato	Late blight
100-199	101	11	"TRANS WORLD TRADING CO., INC."	MANCOZEB+METALAXYL	TRANSOMET 720 WP	640+80 g/Kg	WP	FUNGICIDE	4	038-035-4832	27/05/2022	SYSTEMIC	Orchids	Black Rot
100-199	101	12	"TRANS WORLD TRADING CO., INC."	MANCOZEB+METALAXYL	TRANSOMET 720 WP	640+80 g/Kg	WP	FUNGICIDE	4	038-035-4832	27/05/2022	SYSTEMIC	Asparagus	Spear Rot
100-199	101	13	"TRANS WORLD TRADING CO., INC."	PROFENOFOS	TRANSOFOS 50 EC	500 g/L	EC	INSECTICIDE	2	038-070-1856	16/02/2025	CONTACT	Tomato	"Fruitworm, armyworm, cutworm"
100-199	101	14	"TRANS WORLD TRADING CO., INC."	PROFENOFOS	TRANSOFOS 50 EC	500 g/L	EC	INSECTICIDE	2	038-070-1856	16/02/2025	CONTACT	Eggplant	"Fruitborer, aphids, leafhopper, & thrips"
100-199	101	15	"TRANS WORLD TRADING CO., INC."	PROFENOFOS	TRANSOFOS 50 EC	500 g/L	EC	INSECTICIDE	2	038-070-1856	16/02/2025	CONTACT	Cabbage	"Diamond back moth, cabbage worms, loopers"
100-199	101	16	"TRANS WORLD TRADING CO., INC."	PROFENOFOS	TRANSOFOS 50 EC	500 g/L	EC	INSECTICIDE	2	038-070-1856	16/02/2025	CONTACT	Watermelon	Thrips
100-199	101	17	"TRANS WORLD TRADING CO., INC."	PROFENOFOS	TRANSOFOS 50 EC	500 g/L	EC	INSECTICIDE	2	038-070-1856	16/02/2025	CONTACT	Potato	"Thrips, army worm, cutworm, tubermoth"
100-199	101	18	"TRANS WORLD TRADING CO., INC."	PROFENOFOS	TRANSOFOS 50 EC	500 g/L	EC	INSECTICIDE	2	038-070-1856	16/02/2025	CONTACT	Soybeans	"Corn earworm, leafminer"
100-199	101	19	"TRANS WORLD TRADING CO., INC."	PROFENOFOS	TRANSOFOS 50 EC	500 g/L	EC	INSECTICIDE	2	038-070-1856	16/02/2025	CONTACT	Mungbeans	"Corn earworm, leafminer"
100-199	101	20	"TRANS WORLD TRADING CO., INC."	PROFENOFOS	TRANSOFOS 50 EC	500 g/L	EC	INSECTICIDE	2	038-070-1856	16/02/2025	CONTACT	Cotton	"Thrips, bollworm & budworm"
100-199	101	21	"TRANS WORLD TRADING CO., INC."	PROFENOFOS	TRANSOFOS 50 EC	500 g/L	EC	INSECTICIDE	2	038-070-1856	16/02/2025	CONTACT	Sitao	"Beanfly, leaffolder,aphids, podborer"
100-199	101	22	"TRANS WORLD TRADING CO., INC."	CLETHODIM	TRANSCIDE 24 EC	240 g/L	EC	HERBICIDE	4	038-334-5801	06/06/2025	-	Onion	"Grasses (E.colona, Eleusine indica, D. aegyptium and D. ciliaris)"
100-199	101	23	"TRANS WORLD TRADING CO., INC."	DIURON	TRANS WORLD DIURON 80 WP	800 g/Kg	WP	HERBICIDE	4	038-021-3080	27/05/2022	SYSTEMIC	Citrus	Annual and Perennial broadleaves and grasses
100-199	101	24	"TRANS WORLD TRADING CO., INC."	DIURON	TRANS WORLD DIURON 80 WP	800 g/Kg	WP	HERBICIDE	4	038-021-3080	27/05/2022	SYSTEMIC	Coffee	Annual and Perennial broadleaves and grasses
100-199	101	25	"TRANS WORLD TRADING CO., INC."	DIURON	TRANS WORLD DIURON 80 WP	800 g/Kg	WP	HERBICIDE	4	038-021-3080	27/05/2022	SYSTEMIC	Cotton	Annual and Perennial broadleaves and grasses
100-199	101	26	"TRANS WORLD TRADING CO., INC."	DIURON	TRANS WORLD DIURON 80 WP	800 g/Kg	WP	HERBICIDE	4	038-021-3080	27/05/2022	SYSTEMIC	Sugarcane	Annual and Perennial broadleaves and grasses
100-199	101	27	"TRANS WORLD TRADING CO., INC."	DIURON	TRANS WORLD DIURON 80 WP	800 g/Kg	WP	HERBICIDE	4	038-021-3080	27/05/2022	SYSTEMIC	Pineapple	Annual and Perennial broadleaves and grasses
100-199	101	28	"TRANS WORLD TRADING CO., INC."	DIURON	TRANS WORLD DIURON 80 WP	800 g/Kg	WP	HERBICIDE	4	038-021-3080	27/05/2022	SYSTEMIC	Non-crop land	Annual and Perennial broadleaves and grasses
100-199	102	0	NAME OF COMPANY	ACTIVE INGREDIENT	PRODUCT NAME	CONCENTRATION	FORMULATION TYPE	USE/S	TOXICITY CATEGORY	REGISTRATION NO.	EXPIRY DATE	MODE OF ENTRY	CROPS	PESTS / WEEDS / DISEASES
100-199	102	1	PHILIPPINE FARMFIX SOLUTIONS INC.	OXYFLUORFEN	TRAMP 24 EC	240 g/L	EC	HERBICIDE	4	535-123-3997	17/03/2020	SELECTIVE (PRE /POSTEMERGENCE)	Onion (Transplanted)	"Broadleaves, sedges & grasses"
100-199	102	2	ZAGRO CORPORATION	AMETRYNE+ATRAZINE	TRAMEX COMBI 80 WP	400+400 g/kg	WP	HERBICIDE	4	043-079-0614	16/10/2018	SELECTIVE (POST/PRE-EMERGENT)	Sugarcane	Broadleaf weeds and annual grasses
100-199	102	3	ZAGRO CORPORATION	AMETRYNE+ATRAZINE	TRAMEX COMBI 80 WP	400+400 g/kg	WP	HERBICIDE	4	043-079-0614	16/10/2018	SELECTIVE (POST/PRE-EMERGENT)	Oil palm	Broadleaf weeds and annual grasses
100-199	102	4	ZAGRO CORPORATION	AMETRYNE+ATRAZINE	TRAMEX COMBI 80 WP	400+400 g/kg	WP	HERBICIDE	4	043-079-0614	16/10/2018	SELECTIVE (POST/PRE-EMERGENT)	Banana	Broadleaf weeds and annual grasses
100-199	102	5	ZAGRO CORPORATION	AMETRYNE+ATRAZINE	TRAMEX COMBI 80 WP	400+400 g/kg	WP	HERBICIDE	4	043-079-0614	16/10/2018	SELECTIVE (POST/PRE-EMERGENT)	Citrus	Broadleaf weeds and annual grasses
100-199	102	6	ZAGRO CORPORATION	AMETRYNE+ATRAZINE	TRAMEX COMBI 80 WP	400+400 g/kg	WP	HERBICIDE	4	043-079-0614	16/10/2018	SELECTIVE (POST/PRE-EMERGENT)	Coffee	Broadleaf weeds and annual grasses
100-199	102	7	ZAGRO CORPORATION	AMETRYNE+ATRAZINE	TRAMEX COMBI 80 WP	400+400 g/kg	WP	HERBICIDE	4	043-079-0614	16/10/2018	SELECTIVE (POST/PRE-EMERGENT)	Cacao	Broadleaf weeds and annual grasses
100-199	102	8	"AGRIBASE CHEMICALS, INC."	GLYPHOSATE IPA	TRACTOR 160 SL	160 g/L	SL	HERBICIDE	4	457-151-3269	21/02/2023	POST-EMERGENT	non-crop areas	common grassy fields
100-199	102	9	ACE CROP SOLUTIONS INC.	CHLORPYRIFOS	TRACER 300 EC	300 g/L	EC	INSECTICIDE	2	530-101-3509	24/08/2018		Rice	"Stemborer, armyworm, leafhopper, caseworm, planthopper,cutworm"
